CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI;POP2010;POP1999;CAT_ZDIFF;MODE_COLLECTE;GR_ROTATION
76005;Amfreville-la-Mi-Voie;23;76;763;7607;2307;00755;012;7;72;09;111;200023414;CA;3112;2876;2;1;5
76006;Amfreville-les-Champs;23;76;763;7615;2307;76000;998;0;03;00;300;247600638;CC;160;99;1;1;3
76007;Anceaumeville;23;76;763;7611;2307;76000;012;0;05;09;112;247600760;CC;699;716;1;1;2
76008;Ancourt;23;76;761;7614;2305;76000;106;0;05;06;112;247600786;CA;723;688;1;1;1
76009;Ancourteville-sur-Héricourt;23;76;762;7640;2306;76000;998;0;04;00;300;247600562;CC;263;218;1;1;2
76010;Ancretiéville-Saint-Victor;23;76;763;7654;2307;76000;012;0;04;09;112;247600778;CC;365;272;1;1;5
76011;Ancretteville-sur-Mer;23;76;762;7653;2306;76000;998;0;03;00;300;247600570;CC;196;178;1;1;1
76012;Angerville-Bailleul;23;76;762;7624;2306;76000;032;0;03;08;112;247600505;CC;214;203;1;1;1
76013;Angerville-la-Martel;23;76;762;7653;2306;76000;207;0;05;04;212;247600570;CC;898;673;1;1;4
76014;Angerville-l'Orcher;23;76;762;7612;2306;76000;032;0;06;08;112;247600497;CC;1470;1218;1;1;1
76015;Angiens;23;76;761;7622;2305;76000;998;0;05;00;300;247600737;CC;569;625;1;1;3
76016;Anglesqueville-la-Bras-Long;23;76;761;7622;2307;76000;998;0;03;00;300;247600737;CC;119;135;1;1;1
76017;Anglesqueville-l'Esneval;23;76;762;7612;2306;76000;032;0;05;08;112;247600497;CC;549;473;1;1;1
76018;Val-de-Saâne;23;76;761;7652;2307;76000;012;0;06;09;112;247600679;CC;1445;1330;1;1;2
76019;Anneville-sur-Scie;23;76;761;7635;2305;76108;106;1;12;06;112;247600703;CC;465;405;1;1;5
76020;Anneville-Ambourville;23;76;763;7616;2307;76000;012;0;06;09;112;200023414;CA;1214;946;1;1;4
76021;Annouville-Vilmesnil;23;76;762;7624;2306;76000;032;0;04;08;112;247600505;CC;489;384;1;1;3
76022;Anquetierville;23;76;763;7610;2306;76000;224;0;04;04;112;200010700;CC;361;336;1;1;5
76023;Anvéville;23;76;762;7640;2307;76000;998;0;04;00;300;247600638;CC;263;248;1;1;5
76024;Ardouval;23;76;761;7604;2305;76000;997;0;03;00;120;247600711;CC;176;136;1;1;1
76025;Argueil;23;76;761;7601;2307;76000;998;0;04;00;300;247600794;CC;345;366;1;1;5
76026;Arques-la-Bataille;23;76;761;7639;2305;76404;106;4;44;06;111;247600786;CA;2549;2527;2;1;3
76027;Assigny;23;76;761;7618;2305;76000;189;0;04;04;112;247600398;CC;358;306;1;1;2
76028;Aubéguimont;23;76;761;7602;0055;76000;998;0;03;00;300;247600687;CC;205;176;1;1;1
76029;Aubermesnil-aux-Érables;23;76;761;7605;0055;76000;000;0;04;00;400;247600216;CC;203;203;1;1;1
76030;Aubermesnil-Beaumais;23;76;761;7639;2305;76000;106;0;04;06;112;247600786;CA;462;456;1;1;1
76031;Auberville-la-Campagne;23;76;762;7633;2306;76000;224;0;05;04;112;200010700;CC;616;555;1;1;5
76032;Auberville-la-Manuel;23;76;761;7609;2305;76000;998;0;03;00;300;247600380;CC;119;103;1;1;3
76033;Auberville-la-Renault;23;76;762;7624;2306;76000;032;0;04;08;112;247600505;CC;410;347;1;1;4
76034;Auffay;23;76;761;7652;2307;76000;012;0;06;09;112;247600679;CC;1857;1867;1;1;2
76035;Aumale;23;76;761;7602;0055;00157;749;1;12;01;221;247600687;CC;2388;2577;2;1;4
76036;Auppegard;23;76;761;7603;2305;76000;106;0;05;06;112;247600745;CC;718;558;1;1;1
76037;Auquemesnil;23;76;761;7618;2305;76000;997;0;04;00;120;247600398;CC;285;246;1;1;3
76038;Authieux-Ratiéville;23;76;763;7611;2307;76000;012;0;04;09;112;247600760;CC;405;344;1;1;3
76039;Les Authieux-sur-le-Port-Saint-Ouen;23;76;763;7607;2307;76000;012;0;06;09;112;200023414;CA;1212;1176;1;1;4
76040;Autigny;23;76;761;7622;2305;76000;998;0;04;00;300;247600737;CC;276;224;1;1;5
76041;Autretot;23;76;763;7655;2307;76000;998;0;05;00;300;247600620;CC;704;621;1;1;4
76042;Auvilliers;23;76;761;7638;0055;76000;998;0;02;00;300;247600513;CC;112;107;1;1;3
76043;Auzebosc;23;76;763;7655;2307;76000;998;0;06;00;300;247600620;CC;1071;963;1;1;5
76044;Auzouville-Auberbosc;23;76;762;7620;2306;76000;997;0;04;00;120;247600562;CC;266;258;1;1;1
76045;Auzouville-l'Esneval;23;76;763;7654;2307;76000;012;0;04;09;112;247600778;CC;354;354;1;1;4
76046;Auzouville-sur-Ry;23;76;763;7613;2307;76000;012;0;05;09;112;247600463;CC;626;576;1;1;2
76047;Auzouville-sur-Saâne;23;76;761;7603;2307;76000;997;0;03;00;120;247600745;CC;148;137;1;1;5
76048;Avesnes-en-Bray;23;76;761;7625;2307;76000;363;0;04;01;212;247600695;CC;325;256;1;1;5
76049;Avesnes-en-Val;23;76;761;7618;2305;76000;997;0;04;00;120;247600604;CC;272;268;1;1;3
76050;Avremesnil;23;76;761;7603;2305;76000;997;0;05;00;120;247600745;CC;963;873;1;1;2
76051;Bacqueville-en-Caux;23;76;761;7603;2305;76000;997;0;06;00;120;247600745;CC;1797;1649;1;1;1
76052;Bailleul-Neuville;23;76;761;7634;2305;76000;000;0;03;00;400;247600604;CC;179;179;1;1;2
76053;Baillolet;23;76;761;7634;2307;76000;000;0;03;00;400;247600604;CC;120;128;1;1;3
76054;Bailly-en-Rivière;23;76;761;7618;2305;76000;106;0;05;06;112;247600729;CC;556;498;1;1;4
76055;Baons-le-Comte;23;76;763;7655;2307;76000;998;0;04;00;300;247600620;CC;343;359;1;1;4
76056;Bardouville;23;76;763;7616;2307;76000;012;0;05;09;112;200023414;CA;658;577;1;1;3
76057;Barentin;23;76;763;7641;2307;76401;012;4;41;09;112;247600646;CC;12108;12775;3;2;
76058;Baromesnil;23;76;761;7619;0055;76000;189;0;04;04;112;247600802;CC;248;259;1;1;1
76059;Bazinval;23;76;761;7605;0055;76000;998;0;04;00;300;247600216;CC;357;299;1;1;5
76060;Beaubec-la-Rosière;23;76;761;7623;2307;76000;998;0;04;00;300;247600661;CC;473;393;1;1;3
76062;Beaumont-le-Hareng;23;76;761;7604;2307;76000;012;0;03;09;112;247600711;CC;224;187;1;1;1
76063;Beauval-en-Caux;23;76;761;7652;2307;76000;012;0;04;09;112;247600679;CC;461;436;1;1;2
76064;Beaurepaire;23;76;762;7612;2306;76000;032;0;04;08;112;247600497;CC;476;393;1;1;1
76065;Beaussault;23;76;761;7623;2307;76000;998;0;04;00;300;247600661;CC;388;367;1;1;5
76066;Beautot;23;76;763;7641;2307;76000;012;0;03;09;112;247600679;CC;121;106;1;1;4
76067;Beauvoir-en-Lyons;23;76;761;7601;2307;76000;998;0;05;00;300;247600794;CC;594;473;1;1;5
76068;Bec-de-Mortagne;23;76;762;7624;2306;76000;998;0;05;00;300;247600505;CC;686;615;1;1;5
76069;Belbeuf;23;76;763;7607;2307;00755;012;7;72;09;111;200023414;CA;2011;2032;2;1;4
76070;Bellencombre;23;76;761;7604;2307;76000;012;0;05;09;112;247600711;CC;687;662;1;1;2
76071;Bellengreville;23;76;761;7618;2305;76000;106;0;04;06;112;247600729;CC;461;397;1;1;3
76072;Belleville-en-Caux;23;76;761;7652;2307;76000;012;0;05;09;112;247600679;CC;603;357;1;1;5
76073;Belleville-sur-Mer;23;76;761;7614;2305;76000;106;0;05;06;112;247600398;CC;785;629;1;1;1
76074;La Bellière;23;76;761;7623;2307;76000;998;0;02;00;300;247600661;CC;54;71;1;1;2
76075;Belmesnil;23;76;761;7635;2305;76000;997;0;04;00;120;247600703;CC;498;433;1;1;5
76076;Bénarville;23;76;762;7624;2306;76000;032;0;04;08;112;247600505;CC;241;193;1;1;4
76077;Bénesville;23;76;763;7615;2307;76000;998;0;03;00;300;247600638;CC;185;142;1;1;2
76078;Bennetot;23;76;762;7620;2306;76000;997;0;03;00;120;247600562;CC;191;127;1;1;4
76079;Bénouville;23;76;762;7612;2306;76000;032;0;03;08;112;247600497;CC;151;128;1;1;3
76080;Bermonville;23;76;762;7620;2306;76000;998;0;04;00;300;247600562;CC;504;367;1;1;5
76081;Berneval-le-Grand;23;76;761;7614;2305;76107;106;1;11;06;112;247600398;CC;1327;1047;1;1;3
76082;Bernières;23;76;762;7606;2306;76000;997;0;05;00;120;200010700;CC;661;543;1;1;4
76083;Bertheauville;23;76;761;7609;2306;76000;998;0;03;00;300;247600380;CC;120;85;1;1;4
76084;Bertreville;23;76;761;7609;2305;76000;998;0;02;00;300;247600380;CC;100;95;1;1;3
76085;Bertreville-Saint-Ouen;23;76;761;7635;2305;76000;106;0;04;06;112;247600703;CC;342;285;1;1;5
76086;Bertrimont;23;76;761;7652;2307;76000;012;0;04;09;112;247600679;CC;238;195;1;1;3
76087;Berville;23;76;763;7615;2307;76000;998;0;05;00;300;247600638;CC;547;480;1;1;1
76088;Berville-sur-Seine;23;76;763;7616;2307;76000;012;0;05;09;112;200023414;CA;554;552;1;1;1
76089;Betteville;23;76;763;7641;2307;76000;012;0;05;09;112;247600653;CC;549;486;1;1;5
76090;Beuzeville-la-Grenier;23;76;762;7606;2306;76000;032;0;06;08;112;200010700;CC;1056;1032;1;1;4
76091;Beuzeville-la-Guérard;23;76;762;7640;2306;76000;998;0;03;00;300;247600562;CC;183;150;1;1;3
76092;Beuzevillette;23;76;762;7606;2306;76000;997;0;05;00;120;200010700;CC;713;651;1;1;5
76093;Bézancourt;23;76;761;7625;2307;76000;997;0;04;00;120;247600695;CC;335;248;1;1;2
76094;Bierville;23;76;763;7608;2307;76000;012;0;04;09;112;247600455;CC;273;260;1;1;4
76096;Biville-la-Baignarde;23;76;761;7652;2307;76000;012;0;05;09;112;247600679;CC;627;515;1;1;3
76097;Biville-la-Rivière;23;76;761;7603;2305;76000;998;0;03;00;300;247600745;CC;104;109;1;1;5
76098;Biville-sur-Mer;23;76;761;7618;2305;76000;106;0;05;06;112;247600398;CC;704;532;1;1;4
76099;Blacqueville;23;76;763;7641;2307;76000;012;0;05;09;112;247600653;CC;599;537;1;1;4
76100;Blainville-Crevon;23;76;763;7608;2307;76000;012;0;06;09;112;247600455;CC;1156;1113;1;1;5
76101;Blangy-sur-Bresle;23;76;761;7605;0055;00165;674;1;14;01;221;247600216;CC;2930;3404;2;1;2
76103;Bonsecours;23;76;763;7607;2307;00755;012;7;72;09;111;200023414;CA;6567;6854;2;1;3
76104;Blosseville;23;76;761;7650;2305;76000;998;0;04;00;300;247600380;CC;302;275;1;1;4
76105;Le Bocasse;23;76;763;7611;2307;76000;012;0;05;09;112;247600760;CC;732;725;1;1;4
76106;Bois-d'Ennebourg;23;76;763;7613;2307;76000;012;0;04;09;112;247600463;CC;517;511;1;1;1
76107;Bois-Guilbert;23;76;763;7608;2307;76000;012;0;04;09;112;247600455;CC;276;185;1;1;1
76108;Bois-Guillaume - Bihorel;23;76;763;7660;2307;00755;012;7;72;09;111;200023414;CA;21270;11972;3;2;
76109;Bois-Héroult;23;76;763;7608;2307;76000;012;0;03;09;112;247600455;CC;174;140;1;1;2
76110;Bois-Himont;23;76;763;7655;2307;76000;998;0;04;00;300;247600620;CC;441;393;1;1;4
76111;Bois-l'Évêque;23;76;763;7613;2307;76000;012;0;04;09;112;247600463;CC;483;368;1;1;1
76112;Le Bois-Robert;23;76;761;7635;2305;76000;106;0;04;06;112;247600703;CC;318;281;1;1;3
76113;Boissay;23;76;763;7608;2307;76000;012;0;04;09;112;247600455;CC;334;267;1;1;1
76114;Bolbec;23;76;762;7606;2306;76302;997;3;32;00;120;200010700;CC;11812;12591;3;2;
76115;Bolleville;23;76;762;7606;2306;76000;997;0;05;00;120;200010700;CC;542;507;1;1;4
