CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI;POP2010;POP1999;CAT_ZDIFF;MODE_COLLECTE;GR_ROTATION
31097;Le Cabanial;73;31;313;3108;0061;31000;004;0;04;09;112;243100880;CC;338;246;1;1;5
31098;Cadours;73;31;313;3107;0061;31000;004;0;06;09;112;243100856;CC;1068;694;1;1;3
31099;Caignac;73;31;313;3124;0061;31000;004;0;04;09;112;243100179;CC;293;188;1;1;5
31100;Calmont;73;31;313;3124;0061;31000;004;0;07;09;112;243100179;CC;2177;1609;2;1;5
31101;Cambernard;73;31;311;3130;0061;31000;004;0;04;09;112;243100898;CC;429;340;1;1;1
31102;Cambiac;73;31;313;3108;0061;31000;004;0;03;09;112;243100880;CC;227;170;1;1;1
31103;Canens;73;31;311;3120;0061;31000;004;0;02;09;112;243100658;CC;57;69;1;1;4
31104;Capens;73;31;311;3109;0061;31107;004;1;12;09;112;243100716;CC;559;285;1;1;4
31105;Caragoudes;73;31;313;3108;0061;31000;004;0;04;09;112;243100880;CC;233;212;1;1;2
31106;Caraman;73;31;313;3108;0061;31000;004;0;07;09;112;ZZZZZZZZZ;;2357;1948;2;1;3
31107;Carbonne;73;31;311;3109;0061;31204;004;2;21;09;112;243100658;CC;5205;3708;2;1;4
31108;Cardeilhac;73;31;312;3106;7306;31000;997;0;04;00;120;200023554;CC;256;230;1;1;3
31109;Cassagnabère-Tournas;73;31;312;3102;0061;31000;000;0;04;00;400;243100765;CC;432;389;1;1;3
31110;Cassagne;73;31;312;3132;0061;31000;998;0;05;00;300;200001105;CC;645;622;1;1;1
31111;Castagnac;73;31;311;3120;0061;31000;004;0;04;09;112;243100658;CC;301;204;1;1;3
31112;Castagnède;73;31;312;3132;7302;31000;998;0;03;00;300;200001105;CC;176;184;1;1;4
31113;Castanet-Tolosan;73;31;313;3110;0061;31701;004;7;73;09;111;243100633;CA;11033;10394;3;2;
31114;Castelbiague;73;31;312;3132;7302;31000;998;0;04;00;300;200001105;CC;223;209;1;1;1
31115;Castelgaillard;73;31;312;3116;0061;31000;000;0;02;00;400;200009611;CC;58;66;1;1;1
31116;Castelginest;73;31;313;3149;0061;31701;004;7;73;09;111;243100518;CU;8745;7745;2;1;5
31117;Castelmaurou;73;31;313;3150;0061;31701;004;7;73;09;111;243100815;CC;3751;3257;2;1;3
31118;Castelnau-d'Estrétefonds;73;31;313;3114;0061;00351;004;3;31;09;112;ZZZZZZZZZ;;5600;2810;2;1;2
31119;Castelnau-Picampeau;73;31;311;3113;0061;31000;004;0;03;09;112;200000354;CC;198;165;1;1;4
31120;Le Castéra;73;31;313;3107;0061;31000;004;0;05;09;112;243100856;CC;787;596;1;1;3
31121;Castéra-Vignoles;73;31;312;3106;0061;31000;000;0;02;00;400;200023554;CC;63;54;1;1;1
31122;Casties-Labrande;73;31;311;3113;0061;31000;004;0;02;09;112;200000354;CC;108;97;1;1;3
31123;Castillon-de-Larboust;73;31;312;3104;7306;31000;551;0;02;01;222;200023547;CC;65;83;1;1;5
31124;Castillon-de-Saint-Martory;73;31;312;3131;7306;31000;997;0;04;00;120;243100377;CC;338;259;1;1;1
31125;Cathervielle;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;33;30;1;1;5
31126;Caubiac;73;31;313;3107;0061;31000;004;0;04;09;112;243100856;CC;296;194;1;1;3
31127;Caubous;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;6;12;1;1;5
31128;Caujac;73;31;311;3112;0061;31000;004;0;05;09;112;243100542;CC;777;439;1;1;2
31129;Cazaril-Laspènes;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;23;19;1;1;1
31130;Cazaril-Tambourès;73;31;312;3122;7306;31000;998;0;02;00;300;243100641;CC;73;99;1;1;5
31131;Cazaunous;73;31;312;3101;7306;31000;997;0;02;00;120;243100609;CC;62;47;1;1;2
31132;Cazaux-Layrisse;73;31;312;3128;7306;31000;551;0;02;01;222;243100849;CC;65;86;1;1;4
31133;Cazeaux-de-Larboust;73;31;312;3104;7306;31000;551;0;02;01;222;200023547;CC;93;82;1;1;4
31134;Cazeneuve-Montaut;73;31;312;3102;0061;31000;997;0;02;00;120;243100765;CC;70;54;1;1;1
31135;Cazères;73;31;311;3111;0061;31203;004;2;21;09;112;200026722;CC;4667;3258;2;1;2
31136;Cépet;73;31;313;3114;0061;31701;004;7;73;09;111;ZZZZZZZZZ;;1606;1311;1;1;5
31137;Cessales;73;31;313;3138;0061;31000;004;0;03;09;112;200017408;CC;127;130;1;1;1
31138;Charlas;73;31;312;3106;7306;31000;000;0;04;00;400;200023554;CC;224;189;1;1;1
31139;Chaum;73;31;312;3128;7306;31000;998;0;04;00;300;243100849;CC;214;193;1;1;1
31140;Chein-Dessus;73;31;312;3101;7306;31000;997;0;03;00;120;243100609;CC;194;184;1;1;3
31141;Ciadoux;73;31;312;3106;0061;31000;000;0;04;00;400;200023554;CC;264;186;1;1;5
31142;Cier-de-Luchon;73;31;312;3104;7306;31000;551;0;04;01;222;200023547;CC;239;222;1;1;1
31143;Cier-de-Rivière;73;31;312;3105;7306;31000;197;0;04;04;112;243100724;CC;261;250;1;1;3
31144;Cierp-Gaud;73;31;312;3128;7306;31000;998;0;05;00;300;243100849;CC;849;865;1;1;3
31145;Cintegabelle;73;31;311;3112;0061;31000;004;0;07;09;112;243100542;CC;2625;2353;2;1;1
31146;Cirès;73;31;312;3104;7306;31000;000;0;01;00;400;200023547;CC;13;8;1;1;5
31147;Clarac;73;31;312;3122;7306;31000;197;0;05;04;112;243100641;CC;558;507;1;1;1
31148;Clermont-le-Fort;73;31;313;3110;0061;31000;004;0;04;09;112;243100633;CA;532;463;1;1;2
31149;Colomiers;73;31;313;3148;0061;31701;004;7;73;09;111;243100518;CU;35186;28538;3;2;
31150;Cornebarrieu;73;31;313;3151;0061;31701;004;7;73;09;111;243100518;CU;5724;4693;2;1;4
31151;Corronsac;73;31;313;3121;0061;31000;004;0;05;09;112;243100633;CA;712;447;1;1;3
31152;Coueilles;73;31;312;3116;0061;31000;000;0;02;00;400;ZZZZZZZZZ;;87;100;1;1;5
31153;Couladère;73;31;311;3111;0061;31203;004;2;21;09;112;200026722;CC;443;350;1;1;5
31155;Couret;73;31;312;3101;7306;31000;197;0;03;04;112;243100609;CC;187;194;1;1;5
31156;Cox;73;31;313;3107;0061;31000;004;0;04;09;112;243100856;CC;342;267;1;1;2
31157;Cugnaux;73;31;313;3153;0061;31701;004;7;73;09;111;243100518;CU;15807;12981;3;2;
31158;Cuguron;73;31;312;3122;7306;31000;998;0;03;00;300;243100641;CC;195;176;1;1;2
31159;Le Cuing;73;31;312;3122;7306;31000;197;0;04;04;112;243100641;CC;424;351;1;1;2
31160;Daux;73;31;313;3115;0061;31701;004;7;73;09;111;243100864;CC;1920;1256;1;1;4
31161;Deyme;73;31;313;3121;0061;31701;004;7;73;09;111;243100633;CA;855;835;1;1;4
31162;Donneville;73;31;313;3121;0061;31000;004;0;06;09;112;243100633;CA;1033;777;1;1;2
31163;Drémil-Lafage;73;31;313;3143;0061;31000;004;0;07;09;112;243100518;CU;2473;2578;2;1;2
31164;Drudas;73;31;313;3107;0061;31000;004;0;03;09;112;243100856;CC;181;171;1;1;1
31165;Eaunes;73;31;311;3152;0061;31701;004;7;73;09;111;243100690;CA;5390;3388;2;1;5
31166;Empeaux;73;31;311;3130;0061;31000;004;0;04;09;112;243100872;CC;234;165;1;1;2
31167;Encausse-les-Thermes;73;31;312;3101;7306;31000;197;0;05;04;112;243100609;CC;659;590;1;1;5
31168;Eoux;73;31;312;3102;0061;31000;000;0;03;00;400;243100765;CC;119;121;1;1;1
31169;Escalquens;73;31;313;3121;0061;31701;004;7;73;09;111;243100633;CA;5932;5476;2;1;3
31170;Escanecrabe;73;31;312;3106;0061;31000;000;0;04;00;400;200023554;CC;232;240;1;1;3
31171;Espanès;73;31;313;3121;0061;31000;004;0;04;09;112;243100633;CA;262;232;1;1;2
31172;Esparron;73;31;312;3102;0061;31000;000;0;01;00;400;243100765;CC;61;36;1;1;2
31173;Esperce;73;31;311;3112;0061;31000;004;0;04;09;112;243100542;CC;237;210;1;1;5
31174;Estadens;73;31;312;3101;7306;31000;997;0;04;00;120;243100609;CC;511;428;1;1;1
31175;Estancarbon;73;31;312;3129;7306;31302;197;3;32;04;111;243100799;CC;579;530;1;1;3
31176;Esténos;73;31;312;3128;7306;31000;998;0;03;00;300;243100849;CC;185;167;1;1;1
31177;Eup;73;31;312;3128;7306;31000;998;0;03;00;300;243100849;CC;143;147;1;1;5
31178;Fabas;73;31;312;3116;0061;31000;000;0;04;00;400;200009611;CC;213;214;1;1;5
31179;Le Faget;73;31;313;3108;0061;31000;004;0;04;09;112;243100880;CC;366;280;1;1;2
31180;Falga;73;31;313;3125;0061;31000;004;0;02;09;112;243100567;CC;110;79;1;1;1
31181;Le Fauga;73;31;311;3123;0061;31000;004;0;06;09;112;ZZZZZZZZZ;;1776;1100;1;1;1
31182;Fenouillet;73;31;313;3149;0061;31701;004;7;73;09;111;243100518;CU;5166;4030;2;1;3
31183;Figarol;73;31;312;3132;7302;31000;997;0;04;00;120;200001105;CC;276;236;1;1;1
31184;Flourens;73;31;313;3143;0061;31000;004;0;06;09;112;243100518;CU;1791;1794;1;1;1
31185;Folcarde;73;31;313;3138;0061;31000;004;0;03;09;112;200017408;CC;126;86;1;1;4
31186;Fonbeauzard;73;31;313;3149;0061;31701;004;7;73;09;111;243100518;CU;2764;2599;2;1;5
31187;Fonsorbes;73;31;311;3130;0061;31301;004;3;31;09;112;ZZZZZZZZZ;;11111;6909;3;T;
31188;Fontenilles;73;31;311;3130;0061;31301;004;3;31;09;112;200023620;CC;4505;2920;2;1;2
31189;Forgues;73;31;311;3126;0061;31000;004;0;03;09;112;243100898;CC;189;152;1;1;4
31190;Fos;73;31;312;3128;7306;31000;000;0;04;00;400;243100849;CC;252;273;1;1;5
31191;Fougaron;73;31;312;3101;7302;31000;998;0;02;00;300;243100609;CC;96;73;1;1;3
31192;Fourquevaux;73;31;313;3121;0061;31000;004;0;05;09;112;243100633;CA;752;717;1;1;5
31193;Le Fousseret;73;31;311;3113;0061;31000;004;0;06;09;112;200000354;CC;1714;1439;1;1;5
31194;Francarville;73;31;313;3108;0061;31000;004;0;03;09;112;243100880;CC;175;154;1;1;4
31195;Francazal;73;31;312;3132;7302;31000;267;0;01;02;212;200001105;CC;20;16;1;1;3
31196;Francon;73;31;311;3111;0061;31000;004;0;03;09;112;200026722;CC;210;168;1;1;1
31197;Franquevielle;73;31;312;3122;7306;31000;998;0;04;00;300;243100641;CC;361;333;1;1;1
31198;Le Fréchet;73;31;312;3131;0061;31000;998;0;03;00;300;243100377;CC;114;103;1;1;4
31199;Fronsac;73;31;312;3128;7306;31000;998;0;04;00;300;243100849;CC;202;216;1;1;2
31200;Frontignan-de-Comminges;73;31;312;3105;7306;31000;998;0;02;00;300;243100724;CC;68;73;1;1;5
31201;Frontignan-Savès;73;31;312;3116;0061;31000;000;0;02;00;400;ZZZZZZZZZ;;60;49;1;1;3
31202;Fronton;73;31;313;3114;0061;31202;004;2;21;09;112;ZZZZZZZZZ;;5594;3889;2;1;3
31203;Frouzins;73;31;311;3123;0061;31701;004;7;73;09;111;243100708;CC;7902;5938;2;1;1
31204;Fustignac;73;31;311;3113;0061;31000;004;0;02;09;112;200000354;CC;76;54;1;1;3
31205;Gagnac-sur-Garonne;73;31;313;3149;0061;31701;004;7;73;09;111;243100518;CU;2952;1634;2;1;3
31206;Gaillac-Toulza;73;31;311;3112;0061;31000;004;0;06;09;112;ZZZZZZZZZ;;1216;912;1;1;1
31207;Galié;73;31;312;3105;7306;31000;998;0;02;00;300;243100724;CC;87;78;1;1;3
31208;Ganties;73;31;312;3101;7306;31000;197;0;04;04;112;243100609;CC;301;247;1;1;3
31209;Garac;73;31;313;3107;0061;31000;004;0;03;09;112;243100856;CC;170;157;1;1;3
31210;Gardouch;73;31;313;3138;0061;31000;004;0;06;09;112;200017408;CC;1312;995;1;1;3
31211;Gargas;73;31;313;3114;0061;31000;004;0;05;09;112;ZZZZZZZZZ;;635;520;1;1;4
31212;Garidech;73;31;313;3119;0061;31116;004;1;14;09;112;243100732;CC;1591;952;1;1;3
31213;Garin;73;31;312;3104;7306;31000;551;0;03;01;222;200023547;CC;133;102;1;1;4
31215;Gauré;73;31;313;3137;0061;31000;004;0;04;09;112;ZZZZZZZZZ;;492;494;1;1;1
31216;Gémil;73;31;313;3119;0061;31000;004;0;04;09;112;243100732;CC;273;196;1;1;4
31217;Génos;73;31;312;3105;7306;31000;997;0;02;00;120;243100724;CC;96;75;1;1;5
31218;Gensac-de-Boulogne;73;31;312;3106;0061;31000;000;0;03;00;400;200023554;CC;102;141;1;1;5
31219;Gensac-sur-Garonne;73;31;311;3127;0061;31000;004;0;04;09;112;243100658;CC;346;264;1;1;2
31220;Gibel;73;31;313;3124;0061;31000;004;0;04;09;112;243100179;CC;308;261;1;1;2
31221;Gouaux-de-Larboust;73;31;312;3104;7306;31000;998;0;01;00;300;200023547;CC;53;65;1;1;3
31222;Gouaux-de-Luchon;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;46;44;1;1;3
31223;Goudex;73;31;312;3116;0061;31000;000;0;01;00;400;200009611;CC;40;43;1;1;5
31224;Gourdan-Polignan;73;31;312;3105;7306;00252;579;2;21;01;221;243100724;CC;1359;1193;1;1;3
31225;Goutevernisse;73;31;311;3127;0061;31000;004;0;03;09;112;243100658;CC;159;77;1;1;2
31226;Gouzens;73;31;311;3120;0061;31000;004;0;02;09;112;243100658;CC;95;61;1;1;2
31227;Goyrans;73;31;313;3110;0061;31000;004;0;05;09;112;243100633;CA;911;808;1;1;2
31228;Gragnague;73;31;313;3137;0061;31000;004;0;06;09;112;243100732;CC;1772;1437;1;1;5
31229;Gratens;73;31;311;3113;0061;31000;004;0;05;09;112;200000354;CC;699;444;1;1;5
31230;Gratentour;73;31;313;3114;0061;31701;004;7;73;09;111;243100518;CU;3545;3034;2;1;2
31231;Grazac;73;31;311;3112;0061;31000;004;0;04;09;112;243100542;CC;508;442;1;1;2
31232;Grenade;73;31;313;3115;0061;31205;004;2;22;09;112;243100864;CC;8074;5760;2;1;2
31233;Grépiac;73;31;311;3103;0061;31206;004;2;22;09;112;243100542;CC;990;789;1;1;2
31234;Le Grès;73;31;313;3107;0061;31000;004;0;04;09;112;243100856;CC;340;223;1;1;5
31235;Guran;73;31;312;3128;7306;31000;551;0;02;01;222;243100849;CC;50;44;1;1;3
31236;Herran;73;31;312;3101;7302;31000;000;0;02;00;400;243100609;CC;68;80;1;1;5
31237;His;73;31;312;3132;7302;31000;998;0;04;00;300;200001105;CC;232;179;1;1;2
31238;Huos;73;31;312;3105;7306;00252;579;2;21;01;221;243100724;CC;465;452;1;1;1
31239;L'Isle-en-Dodon;73;31;312;3116;0061;31000;000;0;07;00;400;200009611;CC;1984;1901;1;1;2
31240;Issus;73;31;313;3121;0061;31000;004;0;04;09;112;243100633;CA;444;291;1;1;3
31241;Izaut-de-l'Hôtel;73;31;312;3101;7306;31000;197;0;04;04;112;243100609;CC;293;306;1;1;1
31242;Jurvielle;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;23;17;1;1;5
31243;Juzes;73;31;313;3125;0061;31000;004;0;02;09;112;243100567;CC;80;84;1;1;1
31244;Juzet-de-Luchon;73;31;312;3104;7306;31113;551;1;14;01;221;200023547;CC;389;365;1;1;1
31245;Juzet-d'Izaut;73;31;312;3101;7306;31000;998;0;04;00;300;243100609;CC;204;193;1;1;4
31246;Labarthe-Inard;73;31;312;3129;7306;31000;197;0;05;04;112;243100799;CC;875;778;1;1;2
31247;Labarthe-Rivière;73;31;312;3129;7306;31000;197;0;06;04;112;243100799;CC;1363;1151;1;1;1
31248;Labarthe-sur-Lèze;73;31;311;3152;0061;31701;004;7;73;09;111;243100690;CA;4871;4637;2;1;3
31249;Labastide-Beauvoir;73;31;313;3121;0061;31000;004;0;06;09;112;243100633;CA;1080;669;1;1;1
31250;Labastide-Clermont;73;31;311;3126;0061;31000;004;0;05;09;112;243100898;CC;695;416;1;1;2
31251;Labastide-Paumès;73;31;312;3116;0061;31000;000;0;03;00;400;200009611;CC;142;127;1;1;3
31252;Labastide-Saint-Sernin;73;31;313;3114;0061;31701;004;7;73;09;111;ZZZZZZZZZ;;1799;1328;1;1;3
31253;Labastidette;73;31;311;3123;0061;31000;004;0;06;09;112;243100690;CA;2146;1334;2;1;3
31254;Labège;73;31;313;3110;0061;31701;004;7;73;09;111;243100633;CA;3861;3149;2;1;5
31255;Labroquère;73;31;312;3105;7306;31000;998;0;04;00;300;243100724;CC;315;269;1;1;5
31256;Labruyère-Dorsa;73;31;311;3103;0061;31000;004;0;04;09;112;243100542;CC;248;143;1;1;5
31258;Lacaugne;73;31;311;3127;0061;31000;004;0;03;09;112;243100658;CC;198;168;1;1;1
31259;Lacroix-Falgarde;73;31;313;3110;0061;31701;004;7;73;09;111;243100633;CA;2028;1485;2;1;4
31260;Laffite-Toupière;73;31;312;3131;0061;31000;997;0;02;00;120;243100377;CC;85;70;1;1;1
31261;Lafitte-Vigordane;73;31;311;3113;0061;31000;004;0;06;09;112;243100658;CC;1059;653;1;1;3
31262;Lagarde;73;31;313;3138;0061;31000;004;0;04;09;112;200017408;CC;328;239;1;1;1
31263;Lagardelle-sur-Lèze;73;31;311;3152;0061;31206;004;2;22;09;112;243100682;CC;2441;2185;2;1;2
31264;Lagrâce-Dieu;73;31;311;3103;0061;31000;004;0;04;09;112;243100542;CC;478;269;1;1;1
31265;Lagraulet-Saint-Nicolas;73;31;313;3107;0061;31000;004;0;04;09;112;243100856;CC;244;145;1;1;3
31266;Lahage;73;31;311;3126;0061;31000;004;0;04;09;112;243100898;CC;228;262;1;1;5
31267;Lahitère;73;31;311;3120;0061;31000;004;0;02;09;112;ZZZZZZZZZ;;52;38;1;1;3
31268;Lalouret-Laffiteau;73;31;312;3129;7306;31000;197;0;03;04;112;243100799;CC;140;108;1;1;1
31269;Lamasquère;73;31;311;3130;0061;31000;004;0;06;09;112;243100708;CC;1322;872;1;1;3
31270;Landorthe;73;31;312;3129;7306;31000;197;0;05;04;112;243100799;CC;946;779;1;1;3
31271;Lanta;73;31;313;3117;0061;31000;004;0;06;09;112;ZZZZZZZZZ;;1715;1174;1;1;1
31272;Lapeyrère;73;31;311;3120;0061;31000;004;0;02;09;112;243100658;CC;72;61;1;1;2
31273;Lapeyrouse-Fossat;73;31;313;3119;0061;31701;004;7;73;09;111;243100732;CC;2686;2055;2;1;2
31274;Larcan;73;31;312;3129;7306;31000;197;0;03;04;112;243100799;CC;181;156;1;1;2
31275;Laréole;73;31;313;3107;0061;31000;004;0;03;09;112;243100856;CC;140;122;1;1;1
31276;Larroque;73;31;312;3106;7306;31000;998;0;04;00;300;200023554;CC;309;337;1;1;5
31277;Lasserre;73;31;313;3118;0061;31000;004;0;05;09;112;243100781;CC;932;644;1;1;5
31278;Latoue;73;31;312;3102;7306;31000;197;0;04;04;112;243100765;CC;323;285;1;1;1
31279;Latour;73;31;311;3120;0061;31000;000;0;02;00;400;243100658;CC;80;103;1;1;1
31280;Latrape;73;31;311;3127;0061;31000;004;0;04;09;112;243100658;CC;344;296;1;1;3
31281;Launac;73;31;313;3115;0061;31000;004;0;06;09;112;243100864;CC;1267;963;1;1;1
31282;Launaguet;73;31;313;3149;0061;31701;004;7;73;09;111;243100518;CU;7149;5086;2;1;4
31283;Lautignac;73;31;311;3126;0061;31000;004;0;04;09;112;243100898;CC;286;220;1;1;3
31284;Lauzerville;73;31;313;3117;0061;31701;004;7;73;09;111;243100633;CA;1291;873;1;1;4
31285;Lavalette;73;31;313;3137;0061;31000;004;0;05;09;112;ZZZZZZZZZ;;622;602;1;1;5
31286;Lavelanet-de-Comminges;73;31;311;3127;0061;31000;004;0;05;09;112;243100658;CC;558;482;1;1;1
31287;Lavernose-Lacasse;73;31;311;3123;0061;31104;004;1;12;09;112;243100690;CA;2699;1944;2;1;1
31288;Layrac-sur-Tarn;73;31;313;3139;0061;31000;004;0;04;09;112;243100773;CC;329;264;1;1;1
31289;Lécussan;73;31;312;3122;7310;31000;998;0;04;00;300;243100641;CC;289;212;1;1;4
31290;Lège;73;31;312;3128;7306;31000;551;0;01;01;222;243100849;CC;41;39;1;1;2
31291;Léguevin;73;31;313;3118;0061;31701;004;7;73;09;111;243100781;CC;8475;6177;2;1;5
31292;Lescuns;73;31;311;3111;0061;31000;004;0;02;09;112;200026722;CC;57;42;1;1;4
31293;Lespinasse;73;31;313;3114;0061;31701;004;7;73;09;111;243100518;CU;2526;1863;2;1;1
31294;Lespiteau;73;31;312;3129;7306;31000;197;0;02;04;112;243100799;CC;75;68;1;1;2
31295;Lespugue;73;31;312;3106;7306;31000;000;0;02;00;400;200023554;CC;74;83;1;1;4
31296;Lestelle-de-Saint-Martory;73;31;312;3131;7302;31000;997;0;04;00;120;243100377;CC;445;378;1;1;2
31297;Lévignac;73;31;313;3118;0061;31000;004;0;06;09;112;243100781;CC;2018;1628;2;1;4
31298;Lez;73;31;312;3128;7306;31000;998;0;02;00;300;243100849;CC;62;67;1;1;2
31299;Lherm;73;31;311;3123;0061;31111;004;1;13;09;112;243100898;CC;3417;2565;2;1;5
31300;Lieoux;73;31;312;3129;7306;31000;197;0;03;04;112;243100799;CC;118;;1;1;2
31301;Lilhac;73;31;312;3116;0061;31000;000;0;03;00;400;200009611;CC;132;90;1;1;4
31302;Lodes;73;31;312;3129;7306;31000;197;0;04;04;112;243100799;CC;279;255;1;1;3
31303;Longages;73;31;311;3109;0061;31000;004;0;07;09;112;243100716;CC;2650;1900;2;1;4
31304;Loubens-Lauragais;73;31;313;3108;0061;31000;004;0;04;09;112;243100880;CC;417;323;1;1;3
31305;Loudet;73;31;312;3122;7306;31000;997;0;04;00;120;243100641;CC;206;218;1;1;4
31306;Lourde;73;31;312;3105;7306;31000;997;0;03;00;120;243100724;CC;98;88;1;1;4
31307;Lunax;73;31;312;3106;0061;31000;000;0;02;00;400;200023554;CC;60;56;1;1;5
31308;Luscan;73;31;312;3105;7306;31000;000;0;02;00;400;243100724;CC;69;54;1;1;1
31309;Lussan-Adeilhac;73;31;311;3113;0061;31000;004;0;04;09;112;200000354;CC;229;191;1;1;1
31310;Lux;73;31;313;3138;0061;31000;004;0;04;09;112;200017408;CC;358;171;1;1;4
31311;La Magdelaine-sur-Tarn;73;31;313;3139;0061;31000;004;0;05;09;112;243100773;CC;1006;610;1;1;5
31312;Mailholas;73;31;311;3127;0061;31000;004;0;01;09;112;243100658;CC;40;39;1;1;5
31313;Malvezie;73;31;312;3105;7306;31000;997;0;03;00;120;243100724;CC;124;110;1;1;4
31314;Mancioux;73;31;312;3131;0061;31101;997;1;11;00;120;243100377;CC;423;345;1;1;5
31315;Mane;73;31;312;3132;7302;31106;000;1;12;00;400;200001105;CC;988;1025;1;1;1
31316;Marignac;73;31;312;3128;7306;31000;998;0;05;00;300;243100849;CC;530;507;1;1;5
31317;Marignac-Lasclares;73;31;311;3113;0061;31000;004;0;04;09;112;200000354;CC;410;294;1;1;2
31318;Marignac-Laspeyres;73;31;311;3111;0061;31000;004;0;03;09;112;200026722;CC;196;113;1;1;2
31319;Marliac;73;31;311;3112;0061;31000;004;0;02;09;112;ZZZZZZZZZ;;122;108;1;1;2
31320;Marquefave;73;31;311;3109;0061;31204;004;2;21;09;112;243100658;CC;1031;858;1;1;5
31321;Marsoulas;73;31;312;3132;7302;31000;998;0;03;00;300;200001105;CC;131;137;1;1;3
31322;Martisserre;73;31;312;3116;0061;31000;000;0;02;00;400;200009611;CC;60;56;1;1;1
31323;Martres-de-Rivière;73;31;312;3105;7306;31000;197;0;04;04;112;243100724;CC;386;307;1;1;3
31324;Martres-Tolosane;73;31;311;3111;0061;31000;004;0;07;09;112;200026722;CC;2231;1684;2;1;3
31325;Mascarville;73;31;313;3108;0061;31000;004;0;03;09;112;243100880;CC;183;139;1;1;3
31326;Massabrac;73;31;311;3120;0061;31000;004;0;02;09;112;243100658;CC;78;72;1;1;4
31327;Mauran;73;31;311;3111;0061;31000;004;0;03;09;112;200026722;CC;178;119;1;1;2
31328;Mauremont;73;31;313;3138;0061;31000;004;0;04;09;112;200017408;CC;318;222;1;1;5
31329;Maurens;73;31;313;3125;0061;31000;004;0;04;09;112;243100567;CC;203;169;1;1;3
31330;Mauressac;73;31;311;3103;0061;31000;004;0;04;09;112;243100542;CC;437;240;1;1;2
31331;Maureville;73;31;313;3108;0061;31000;004;0;04;09;112;243100880;CC;301;265;1;1;1
31332;Mauvaisin;73;31;313;3124;0061;31000;004;0;04;09;112;243100179;CC;223;252;1;1;1
31333;Mauvezin;73;31;312;3116;0061;31000;997;0;02;00;120;200009611;CC;83;48;1;1;2
31334;Mauzac;73;31;311;3109;0061;31000;004;0;06;09;112;ZZZZZZZZZ;;1111;684;1;1;4
31335;Mayrègne;73;31;312;3104;7306;31000;551;0;01;01;222;200023547;CC;27;33;1;1;3
31336;Mazères-sur-Salat;73;31;312;3132;0061;31000;998;0;05;00;300;200001105;CC;593;592;1;1;4
31337;Melles;73;31;312;3128;7306;31000;000;0;03;00;400;243100849;CC;113;104;1;1;1
31338;Menville;73;31;313;3115;0061;31000;004;0;04;09;112;243100864;CC;574;405;1;1;1
31339;Mérenvielle;73;31;313;3118;0061;31000;004;0;04;09;112;243100781;CC;472;400;1;1;4
31340;Mervilla;73;31;313;3110;0061;31701;004;7;73;09;111;243100633;CA;266;172;1;1;5
31341;Merville;73;31;313;3115;0061;31115;004;1;14;09;112;243100864;CC;4783;2799;2;1;3
31342;Milhas;73;31;312;3101;7306;31000;997;0;03;00;120;243100609;CC;175;140;1;1;3
31343;Mirambeau;73;31;312;3116;0061;31000;000;0;02;00;400;200009611;CC;53;51;1;1;5
31344;Miramont-de-Comminges;73;31;312;3129;7306;31302;197;3;32;04;111;243100799;CC;793;785;1;1;2
31345;Miremont;73;31;311;3103;0061;31000;004;0;06;09;112;243100542;CC;2086;1446;2;1;2
31346;Mirepoix-sur-Tarn;73;31;313;3139;0061;31000;004;0;05;09;112;243100773;CC;701;537;1;1;3
31347;Molas;73;31;312;3116;0061;31000;000;0;03;00;400;200009611;CC;162;146;1;1;3
31348;Moncaup;73;31;312;3101;7306;31000;998;0;01;00;300;243100609;CC;32;26;1;1;2
31349;Mondavezan;73;31;311;3111;0061;31000;004;0;05;09;112;200026722;CC;787;643;1;1;5
31350;Mondilhan;73;31;312;3106;0061;31000;000;0;02;00;400;200023554;CC;91;80;1;1;1
31351;Mondonville;73;31;313;3151;0061;31701;004;7;73;09;111;243100518;CU;4236;1897;2;1;2
31352;Mondouzil;73;31;313;3143;0061;31000;004;0;04;09;112;243100518;CU;239;218;1;1;2
31353;Monès;73;31;311;3126;0061;31000;004;0;02;09;112;243100898;CC;69;50;1;1;2
31354;Monestrol;73;31;313;3124;0061;31000;004;0;02;09;112;243100179;CC;60;55;1;1;5
31355;Mons;73;31;313;3143;0061;31000;004;0;06;09;112;243100518;CU;1455;1084;1;1;3
31356;Montaigut-sur-Save;73;31;313;3115;0061;31000;004;0;06;09;112;243100864;CC;1569;1206;1;1;1
31357;Montastruc-de-Salies;73;31;312;3132;7306;31000;000;0;04;00;400;200001105;CC;272;292;1;1;5
31358;Montastruc-la-Conseillère;73;31;313;3119;0061;31116;004;1;14;09;112;243100732;CC;3149;2487;2;1;1
31359;Montastruc-Savès;73;31;311;3126;0061;31000;004;0;02;09;112;243100898;CC;64;76;1;1;2
