CODGEO;LIBGEO;DEP;REG;EPCI;NATURE_EPCI;ARR;CV;ZE2010;UU2010;TUU2014;TDUU2014;AU2010;TAU2014;CATAEU2010;BV2012
24168;Plaisance;24;75;200040889;CC;241;2419;7201;24000;0;04;997;00;120;47057
24170;Eyvirat;24;75;200041572;CC;242;2403;7202;24000;0;04;087;07;112;24064
24171;Eyzerac;24;75;242400752;CC;242;2421;7202;24000;0;05;595;01;222;24551
24172;Les Eyzies-de-Tayac-Sireuil;24;75;200041168;CC;244;2425;7203;24000;0;05;000;00;400;24067
24174;Fanlac;24;75;200041168;CC;244;2425;7202;24000;0;03;000;00;400;24291
24175;Les Farges;24;75;200041168;CC;244;2425;7202;24000;0;04;998;00;300;24547
24176;Faurilles;24;75;200040889;CC;241;2419;7201;24000;0;01;000;00;400;47057
24177;Faux;24;75;200040889;CC;241;2419;7201;24000;0;05;109;06;112;24223
24179;La Feuillade;24;75;200041150;CC;244;2420;7202;00554;5;52;085;07;111;19031
24180;Firbeix;24;75;242400752;CC;242;2421;7202;24000;0;04;000;00;400;87032
24181;Flaugeac;24;75;200040889;CC;241;2419;7201;24000;0;04;109;06;112;24167
24182;Le Fleix;24;75;200070647;CA;241;2410;7201;00553;5;51;109;06;111;24037
24183;Fleurac;24;75;200041168;CC;244;2425;7202;24000;0;04;000;00;400;24067
24184;Florimont-Gaumier;24;75;200041440;CC;244;2423;7203;24000;0;03;998;00;300;46127
24186;Fonroque;24;75;200040889;CC;241;2419;7201;24000;0;04;000;00;400;24167
24188;Fossemagne;24;75;200041150;CC;244;2405;7202;24000;0;05;998;00;300;24322
24189;Fougueyrolles;24;75;200034197;CC;241;2411;7201;24000;0;04;109;06;112;24037
24190;Fouleix;24;75;200040392;CA;243;2412;7202;24000;0;04;000;00;400;24571
24191;Fraisse;24;75;200070647;CA;241;2410;7201;24000;0;03;109;06;112;24037
24192;Gabillou;24;75;200041150;CC;244;2405;7202;24000;0;02;087;07;112;24164
24193;Gageac-et-Rouillac;24;75;200070647;CA;241;2419;7201;24000;0;04;109;06;112;24037
24194;Gardonne;24;75;200070647;CA;241;2410;7201;00553;5;51;109;06;111;24037
24195;Gaugeac;24;75;200034833;CC;241;2408;7211;24000;0;03;000;00;400;47324
24196;Génis;24;75;242401024;CC;242;2406;7202;24000;0;04;000;00;400;24164
24197;Ginestet;24;75;200070647;CA;241;2410;7201;00553;5;51;109;06;111;24037
24198;La Gonterie-Boulouneix;24;75;200041572;CC;242;2403;7202;24000;0;04;000;00;400;24064
24199;Gout-Rossignol;24;75;200040400;CC;243;2416;7202;24000;0;04;000;00;400;24352
24200;Grand-Brassac;24;75;200040400;CC;243;2403;7202;24000;0;05;000;00;400;24352
24202;Granges-d'Ans;24;75;200041150;CC;244;2405;7202;24000;0;03;000;00;400;24164
24205;Grignols;24;75;200040095;CC;243;2417;7202;24000;0;05;998;00;300;24309
24206;Grives;24;75;200041051;CC;244;2423;7203;24000;0;03;000;00;400;24035
24207;Groléjac;24;75;200041440;CC;244;2423;7203;24000;0;05;258;02;212;24520
24208;Grun-Bordas;24;75;200040392;CA;243;2412;7202;24000;0;04;087;07;112;24571
24209;Hautefaye;24;75;200071819;CC;242;2413;7202;24000;0;03;000;00;400;16223
24210;Hautefort;24;75;200041150;CC;244;2405;7202;24000;0;06;000;00;400;24164
24211;Issac;24;75;200069094;CC;243;2412;7202;24000;0;04;998;00;300;24299
24212;Issigeac;24;75;200040889;CC;241;2419;7201;24000;0;05;000;00;400;47057
24213;Jaure;24;75;200040095;CC;243;2417;7202;24000;0;03;997;00;120;24309
24214;Javerlhac-et-la-Chapelle-Saint-Robert;24;75;200071819;CC;242;2413;7202;24000;0;05;998;00;300;24311
24215;Jayac;24;75;200040830;CC;244;2420;7203;24000;0;03;000;00;400;24547
24216;La Jemaye-Ponteyraud;24;75;200040400;CC;243;2416;7202;24000;0;03;000;00;400;24352
24217;Journiac;24;75;200041168;CC;244;2425;7203;24000;0;04;000;00;400;24067
24218;Jumilhac-le-Grand;24;75;242400752;CC;242;2421;7202;24000;0;06;000;00;400;87187
24220;Lacropte;24;75;200040392;CA;243;2412;7202;24000;0;05;997;00;120;24571
24221;Rudeau-Ladosse;24;75;200041572;CC;242;2403;7202;24000;0;03;000;00;400;24311
24222;La Force;24;75;200070647;CA;241;2410;7201;00553;5;51;109;06;111;24037
24223;Lalinde;24;75;200034833;CC;241;2408;7201;24201;1;14;593;01;221;24223
24224;Lamonzie-Montastruc;24;75;200070647;CA;241;2402;7201;24000;0;05;109;06;112;24037
24225;Lamonzie-Saint-Martin;24;75;200070647;CA;241;2410;7201;00553;5;51;109;06;111;24037
24226;Lamothe-Montravel;24;75;200034197;CC;241;2411;7205;00257;2;21;502;01;221;33108
24227;Lanouaille;24;75;242401024;CC;242;2406;7202;24000;0;06;000;00;400;24164
24228;Lanquais;24;75;200034833;CC;241;2408;7201;24201;1;14;593;01;221;24223
24229;Le Lardin-Saint-Lazare;24;75;200041150;CC;244;2405;7202;24105;1;13;715;01;221;24547
24230;Larzac;24;75;200041051;CC;244;2423;7203;24000;0;03;000;00;400;24035
24231;Lavalade;24;75;200034833;CC;241;2408;7211;24000;0;02;000;00;400;24223
24232;Lavaur;24;75;200041440;CC;244;2423;7211;24000;0;02;998;00;300;47106
24233;Laveyssière;24;75;200069094;CC;243;2412;7201;24000;0;03;109;06;112;24037
24234;Les Lèches;24;75;200069094;CC;243;2424;7201;24000;0;04;997;00;120;24299
24236;Léguillac-de-l'Auche;24;75;200040095;CC;243;2417;7202;24000;0;05;087;07;112;24372
24237;Lembras;24;75;200070647;CA;241;2402;7201;00553;5;51;109;06;111;24037
24238;Lempzours;24;75;242400752;CC;242;2421;7202;24000;0;03;000;00;400;24551
24240;Limeuil;24;75;200041168;CC;244;2412;7203;24000;0;04;000;00;400;24067
24241;Limeyrat;24;75;200041150;CC;244;2405;7202;24000;0;04;997;00;120;24322
24242;Liorac-sur-Louyre;24;75;200034833;CC;241;2408;7201;24000;0;04;109;06;112;24223
24243;Lisle;24;75;200040400;CC;243;2403;7202;24000;0;05;998;00;300;24352
24244;Lolme;24;75;200034833;CC;241;2408;7201;24000;0;04;000;00;400;24223
24245;Loubejac;24;75;200041440;CC;244;2423;7211;24000;0;04;000;00;400;46231
24246;Lunas;24;75;200070647;CA;241;2410;7201;24000;0;04;109;06;112;24037
24247;Lusignac;24;75;200040400;CC;243;2416;7202;24000;0;03;000;00;400;24352
24248;Lussas-et-Nontronneau;24;75;200071819;CC;242;2413;7202;24000;0;04;998;00;300;24311
24249;Manaurie;24;75;200041168;CC;244;2425;7202;24000;0;03;000;00;400;24067
24251;Manzac-sur-Vern;24;75;200040392;CA;243;2417;7202;24000;0;05;087;07;112;24372
24252;Marcillac-Saint-Quentin;24;75;200027217;CC;244;2418;7203;24000;0;05;258;02;212;24520
24253;Mareuil en Périgord;24;75;200041572;CC;242;2403;7202;24000;0;07;000;00;400;16015
24254;Marnac;24;75;200041051;CC;244;2423;7203;24000;0;03;000;00;400;24035
24255;Marquay;24;75;200027217;CC;244;2418;7203;24000;0;05;258;02;212;24520
24256;Marsac-sur-l'Isle;24;75;200040392;CA;243;2404;7202;24501;5;51;087;07;111;24322
24257;Marsalès;24;75;200034833;CC;241;2408;7211;24000;0;04;000;00;400;24223
24259;Maurens;24;75;200069094;CC;243;2412;7201;24000;0;06;109;06;112;24037
24260;Mauzac-et-Grand-Castang;24;75;200034833;CC;241;2408;7201;24000;0;05;998;00;300;24223
24261;Mauzens-et-Miremont;24;75;200041168;CC;244;2425;7202;24000;0;04;000;00;400;24067
24262;Mayac;24;75;242401024;CC;242;2406;7202;24000;0;04;087;07;112;24164
24263;Mazeyrolles;24;75;200041440;CC;244;2423;7203;24000;0;04;000;00;400;24035
24264;Ménesplet;24;75;200040384;CC;243;2409;7205;00354;3;31;360;01;221;24294
24266;Mensignac;24;75;200040392;CA;243;2417;7202;24000;0;06;087;07;112;24352
24267;Mescoules;24;75;200070647;CA;241;2419;7201;24000;0;03;109;06;112;24167
24268;Meyrals;24;75;200041051;CC;244;2423;7203;24000;0;05;000;00;400;24396
24269;Mialet;24;75;242400752;CC;242;2421;7202;24000;0;05;000;00;400;87032
24271;Milhac-de-Nontron;24;75;200071819;CC;242;2413;7202;24000;0;05;000;00;400;24311
24272;Minzac;24;75;200034197;CC;241;2411;7205;24000;0;04;998;00;300;33478
24273;Molières;24;75;200034833;CC;241;2408;7201;24000;0;04;000;00;400;24223
24274;Monbazillac;24;75;200070647;CA;241;2419;7201;24000;0;05;109;06;112;24037
24276;Monestier;24;75;200070647;CA;241;2419;7201;24000;0;04;109;06;112;24037
24277;Monfaucon;24;75;200070647;CA;241;2410;7201;24000;0;04;109;06;112;24037
24278;Monmadalès;24;75;200040889;CC;241;2419;7201;24000;0;02;109;06;112;47057
24279;Monmarvès;24;75;200040889;CC;241;2419;7201;24000;0;02;000;00;400;47057
24280;Monpazier;24;75;200034833;CC;241;2408;7211;24000;0;05;000;00;400;47324
24281;Monsac;24;75;200034833;CC;241;2408;7201;24000;0;03;998;00;300;24223
24282;Monsaguel;24;75;200040889;CC;241;2419;7201;24000;0;03;998;00;300;47057
24284;Montagnac-d'Auberoche;24;75;200041150;CC;244;2405;7202;24000;0;03;087;07;112;24322
24285;Montagnac-la-Crempse;24;75;200069094;CC;243;2412;7201;24000;0;04;997;00;120;24299
24286;Montagrier;24;75;200040400;CC;243;2403;7202;24000;0;05;000;00;400;24352
24287;Montaut;24;75;200040889;CC;241;2419;7201;24000;0;03;998;00;300;47057
24288;Montazeau;24;75;200034197;CC;241;2411;7201;24000;0;04;997;00;120;24037
24289;Montcaret;24;75;200034197;CC;241;2411;7205;24101;1;12;997;00;120;33108
24290;Montferrand-du-Périgord;24;75;200034833;CC;241;2408;7201;24000;0;03;000;00;400;24223
24291;Montignac;24;75;200041168;CC;244;2425;7202;24104;1;12;000;00;400;24291
24292;Montpeyroux;24;75;200034197;CC;241;2411;7205;24000;0;04;998;00;300;33108
24293;Monplaisant;24;75;200041051;CC;244;2423;7203;24000;0;04;000;00;400;24035
24294;Montpon-Ménestérol;24;75;200040384;CC;243;2409;7205;00354;3;31;360;01;221;24294
24295;Montrem;24;75;200040095;CC;243;2417;7202;24203;2;21;997;00;120;24372
24296;Mouleydier;24;75;200070647;CA;241;2402;7201;00553;5;51;109;06;111;24037
24297;Moulin-Neuf;24;75;200040384;CC;243;2409;7205;00354;3;31;360;01;221;24294
24299;Mussidan;24;75;200069094;CC;243;2424;7202;24204;2;22;460;01;221;24299
24300;Nabirat;24;75;200041440;CC;244;2423;7203;24000;0;04;998;00;300;24520
24301;Nadaillac;24;75;200040830;CC;244;2420;7203;24000;0;04;998;00;300;24547
24302;Nailhac;24;75;200041150;CC;244;2405;7202;24000;0;04;000;00;400;24164
24303;Nanteuil-Auriac-de-Bourzac;24;75;200040400;CC;243;2416;7202;24000;0;03;000;00;400;24352
24304;Nantheuil;24;75;242400752;CC;242;2421;7202;24108;1;13;595;01;221;24551
24305;Nanthiat;24;75;242400752;CC;242;2421;7202;24000;0;04;998;00;300;24551
24306;Nastringues;24;75;200034197;CC;241;2411;7201;24000;0;03;997;00;120;24037
24307;Naussannes;24;75;200034833;CC;241;2408;7201;24000;0;04;000;00;400;24223
24308;Négrondes;24;75;242400752;CC;242;2421;7202;24000;0;05;087;07;112;24551
24309;Neuvic;24;75;200040095;CC;243;2424;7202;24106;1;13;998;00;300;24309
