CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE1990;ZE2010;UU1999;AU1999;EU1999;TAU1999;TUU1999;TDUU1999;BV;EPCI;NATURE_EPCI;ZAUER1999
31145;Cintegabelle;73;31;311;3112;7301;0061;31000;005;1F;09;0;07;31033;243100542;CC;2
31146;Cirès;73;31;312;3104;7308;7306;31000;000;9Z;00;0;01;31042;200023547;CC;6
31147;Clarac;73;31;312;3122;7308;7306;31000;221;3S;04;0;05;31390;243100641;CC;2
31148;Clermont-le-Fort;73;31;313;3110;7301;0061;31000;005;1F;09;0;04;31572;243100633;CA;2
31149;Colomiers;73;31;313;3148;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31150;Cornebarrieu;73;31;313;3151;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31151;Corronsac;73;31;313;3121;7301;0061;31000;005;1F;09;0;04;31555;243100633;CA;2
31152;Coueilles;73;31;312;3116;7301;0061;31000;000;9Z;00;0;03;31239;ZZZZZZZZZ;;6
31153;Couladère;73;31;311;3111;7308;0061;31108;000;9Z;00;1;14;31135;ZZZZZZZZZ;;6
31155;Couret;73;31;312;3101;7308;7306;31000;000;9Z;00;0;03;31483;243100609;CC;6
31156;Cox;73;31;313;3107;7301;0061;31000;005;1F;09;0;04;31232;243100856;CC;2
31157;Cugnaux;73;31;313;3153;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31158;Cuguron;73;31;312;3122;7308;7306;31000;000;9Z;00;0;03;31390;243100641;CC;6
31159;Le Cuing;73;31;312;3122;7308;7306;31000;000;9Z;00;0;04;31483;243100641;CC;6
31160;Daux;73;31;313;3115;7301;0061;31701;005;1F;09;7;73;31555;243100864;CC;1
31161;Deyme;73;31;313;3121;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31162;Donneville;73;31;313;3121;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31163;Drémil-Lafage;73;31;313;3143;7301;0061;31000;005;1F;09;0;07;31555;ZZZZZZZZZ;;2
31164;Drudas;73;31;313;3107;7301;0061;31000;005;1F;09;0;03;31232;243100856;CC;2
31165;Eaunes;73;31;311;3152;7301;0061;31701;005;1F;09;7;73;31555;243100690;CA;1
31166;Empeaux;73;31;311;3130;7301;0061;31000;005;1F;09;0;03;31499;243100872;CC;2
31167;Encausse-les-Thermes;73;31;312;3101;7308;7306;31000;221;3S;04;0;05;31483;243100609;CC;2
31168;Eoux;73;31;312;3102;7308;0061;31000;000;9Z;00;0;03;31483;243100765;CC;6
31169;Escalquens;73;31;313;3121;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31170;Escanecrabe;73;31;312;3106;7308;0061;31000;000;9Z;00;0;04;31080;200023554;CC;6
31171;Espanès;73;31;313;3121;7301;0061;31000;005;1F;09;0;04;31572;243100633;CA;2
31172;Esparron;73;31;312;3102;7308;0061;31000;000;9Z;00;0;01;31483;243100765;CC;6
31173;Esperce;73;31;311;3112;7301;0061;31000;005;1F;09;0;04;31033;243100542;CC;2
31174;Estadens;73;31;312;3101;7308;7306;31000;000;9Z;00;0;04;31483;243100609;CC;6
31175;Estancarbon;73;31;312;3129;7308;7306;31301;221;3S;04;3;31;31483;243100799;CC;1
31176;Esténos;73;31;312;3128;7308;7306;31000;000;9Z;00;0;03;31483;243100849;CC;6
31177;Eup;73;31;312;3128;7308;7306;31000;000;9Z;00;0;03;31483;243100849;CC;6
31178;Fabas;73;31;312;3116;7301;0061;31000;000;9Z;00;0;04;31239;200009611;CC;6
31179;Le Faget;73;31;313;3108;7301;0061;31000;005;1F;09;0;04;31106;243100880;CC;2
31180;Falga;73;31;313;3125;7301;0061;31000;005;1F;09;0;02;31451;243100567;CC;2
31181;Le Fauga;73;31;311;3123;7301;0061;31000;005;1F;09;0;06;31555;ZZZZZZZZZ;;2
31182;Fenouillet;73;31;313;3149;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31183;Figarol;73;31;312;3132;7308;7302;31000;000;9Z;00;0;04;31523;200001105;CC;6
31184;Flourens;73;31;313;3143;7301;0061;31000;005;1F;09;0;06;31555;ZZZZZZZZZ;;2
31185;Folcarde;73;31;313;3138;7301;0061;31000;005;1F;09;0;02;31582;200017408;CC;2
31186;Fonbeauzard;73;31;313;3149;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31187;Fonsorbes;73;31;311;3130;7301;0061;31204;005;1F;09;2;21;31187;ZZZZZZZZZ;;2
31188;Fontenilles;73;31;311;3130;7301;0061;31000;005;1F;09;0;07;31187;ZZZZZZZZZ;;2
31189;Forgues;73;31;311;3126;7301;0061;31000;005;1F;09;0;03;31454;243100898;CC;2
31190;Fos;73;31;312;3128;7308;7306;31000;000;9Z;00;0;04;31483;243100849;CC;6
31191;Fougaron;73;31;312;3101;7308;7302;31000;000;9Z;00;0;02;31523;243100609;CC;6
31192;Fourquevaux;73;31;313;3121;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31193;Le Fousseret;73;31;311;3113;7301;0061;31000;000;9Z;00;0;06;31135;200000354;CC;6
31194;Francarville;73;31;313;3108;7301;0061;31000;005;1F;09;0;03;31106;243100880;CC;2
31195;Francazal;73;31;312;3132;7308;7302;31000;000;9Z;00;0;01;31523;200001105;CC;6
31196;Francon;73;31;311;3111;7308;0061;31000;000;9Z;00;0;03;31135;ZZZZZZZZZ;;6
31197;Franquevielle;73;31;312;3122;7308;7306;31000;000;9Z;00;0;04;31390;243100641;CC;6
31198;Le Fréchet;73;31;312;3131;7308;0061;31000;000;9Z;00;0;03;31483;243100377;CC;6
31199;Fronsac;73;31;312;3128;7308;7306;31000;000;9Z;00;0;04;31483;243100849;CC;6
31200;Frontignan-de-Comminges;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31201;Frontignan-Savès;73;31;312;3116;7301;0061;31000;000;9Z;00;0;01;31239;ZZZZZZZZZ;;6
31202;Fronton;73;31;313;3114;7301;0061;31107;005;1F;09;1;13;31202;ZZZZZZZZZ;;2
31203;Frouzins;73;31;311;3123;7301;0061;31701;005;1F;09;7;73;31555;243100708;CC;1
31204;Fustignac;73;31;311;3113;7301;0061;31000;000;9Z;00;0;02;31135;200000354;CC;6
31205;Gagnac-sur-Garonne;73;31;313;3149;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31206;Gaillac-Toulza;73;31;311;3112;7301;0061;31000;005;1F;09;0;05;31033;ZZZZZZZZZ;;2
31207;Galié;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31208;Ganties;73;31;312;3101;7308;7306;31000;221;3S;04;0;04;31483;243100609;CC;2
31209;Garac;73;31;313;3107;7301;0061;31000;005;1F;09;0;03;31232;243100856;CC;2
31210;Gardouch;73;31;313;3138;7301;0061;31000;005;1F;09;0;05;31582;200017408;CC;2
31211;Gargas;73;31;313;3114;7301;0061;31000;005;1F;09;0;05;31555;ZZZZZZZZZ;;2
31212;Garidech;73;31;313;3119;7301;0061;31106;005;1F;09;1;13;31358;243100732;CC;2
31213;Garin;73;31;312;3104;7308;7306;31000;000;9Z;00;0;03;31042;200023547;CC;6
31215;Gauré;73;31;313;3137;7301;0061;31000;005;1F;09;0;04;31555;ZZZZZZZZZ;;2
31216;Gémil;73;31;313;3119;7301;0061;31000;005;1F;09;0;03;31358;243100732;CC;2
31217;Génos;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31218;Gensac-de-Boulogne;73;31;312;3106;7308;0061;31000;000;9Z;00;0;03;31080;200023554;CC;6
31219;Gensac-sur-Garonne;73;31;311;3127;7301;0061;31000;005;1F;09;0;04;31135;243100658;CC;2
31220;Gibel;73;31;313;3124;7301;0061;31000;005;1F;09;0;04;31582;243100179;CC;2
31221;Gouaux-de-Larboust;73;31;312;3104;7308;7306;31000;000;9Z;00;0;02;31042;200023547;CC;6
31222;Gouaux-de-Luchon;73;31;312;3104;7308;7306;31000;000;9Z;00;0;01;31042;200023547;CC;5
31223;Goudex;73;31;312;3116;7301;0061;31000;000;9Z;00;0;01;31239;ZZZZZZZZZ;;6
31224;Gourdan-Polignan;73;31;312;3105;7308;7306;31111;000;9Z;00;1;14;31390;243100724;CC;4
31225;Goutevernisse;73;31;311;3127;7301;0061;31000;005;1F;09;0;02;31107;243100658;CC;2
31226;Gouzens;73;31;311;3120;7301;0061;31000;000;9Z;00;0;02;31107;243100658;CC;6
31227;Goyrans;73;31;313;3110;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31228;Gragnague;73;31;313;3137;7301;0061;31000;005;1F;09;0;06;31555;243100732;CC;2
31229;Gratens;73;31;311;3113;7301;0061;31000;005;1F;09;0;04;31135;200000354;CC;2
31230;Gratentour;73;31;313;3114;7301;0061;31701;005;1F;09;7;73;31555;200000719;CC;1
31231;Grazac;73;31;311;3112;7301;0061;31000;005;1F;09;0;04;31033;243100542;CC;2
31232;Grenade;73;31;313;3115;7301;0061;31202;005;1F;09;2;21;31232;243100864;CC;2
31233;Grépiac;73;31;311;3103;7301;0061;31205;005;1F;09;2;22;31572;243100542;CC;2
31234;Le Grès;73;31;313;3107;7301;0061;31000;005;1F;09;0;04;31232;243100856;CC;2
31235;Guran;73;31;312;3128;7308;7306;31000;000;9Z;00;0;01;31483;243100849;CC;5
31236;Herran;73;31;312;3101;7308;7302;31000;000;9Z;00;0;02;31523;243100609;CC;6
31237;His;73;31;312;3132;7308;7302;31000;000;9Z;00;0;03;31523;200001105;CC;6
31238;Huos;73;31;312;3105;7308;7306;31111;000;9Z;00;1;14;31390;243100724;CC;4
31239;L'Isle-en-Dodon;73;31;312;3116;7301;0061;31000;000;9Z;00;0;06;31239;200009611;CC;6
31240;Issus;73;31;313;3121;7301;0061;31000;005;1F;09;0;04;31572;243100633;CA;2
31241;Izaut-de-l'Hôtel;73;31;312;3101;7308;7306;31000;221;3S;04;0;04;31483;243100609;CC;2
31242;Jurvielle;73;31;312;3104;7308;7306;31000;000;9Z;00;0;01;31042;200023547;CC;5
31243;Juzes;73;31;313;3125;7301;0061;31000;005;1F;09;0;02;31582;243100567;CC;2
31244;Juzet-de-Luchon;73;31;312;3104;7308;7306;31109;000;9Z;00;1;14;31042;200023547;CC;4
31245;Juzet-d'Izaut;73;31;312;3101;7308;7306;31000;000;9Z;00;0;03;31483;243100609;CC;6
31246;Labarthe-Inard;73;31;312;3129;7308;7306;31000;221;3S;04;0;05;31483;243100799;CC;2
31247;Labarthe-Rivière;73;31;312;3129;7308;7306;31000;221;3S;04;0;06;31483;243100799;CC;2
31248;Labarthe-sur-Lèze;73;31;311;3152;7301;0061;31701;005;1F;09;7;73;31555;243100690;CA;1
31249;Labastide-Beauvoir;73;31;313;3121;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31250;Labastide-Clermont;73;31;311;3126;7301;0061;31000;005;1F;09;0;04;31454;243100898;CC;2
31251;Labastide-Paumès;73;31;312;3116;7301;0061;31000;000;9Z;00;0;03;31239;200009611;CC;6
31252;Labastide-Saint-Sernin;73;31;313;3114;7301;0061;31701;005;1F;09;7;73;31555;ZZZZZZZZZ;;1
31253;Labastidette;73;31;311;3123;7301;0061;31000;005;1F;09;0;06;31555;243100690;CA;2
31254;Labège;73;31;313;3110;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31255;Labroquère;73;31;312;3105;7308;7306;31000;000;9Z;00;0;04;31390;243100724;CC;6
31256;Labruyère-Dorsa;73;31;311;3103;7301;0061;31000;005;1F;09;0;03;31033;243100542;CC;2
31258;Lacaugne;73;31;311;3127;7301;0061;31000;005;1F;09;0;03;31107;243100658;CC;2
31259;Lacroix-Falgarde;73;31;313;3110;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31260;Laffite-Toupière;73;31;312;3131;7308;0061;31000;000;9Z;00;0;02;31483;243100377;CC;6
31261;Lafitte-Vigordane;73;31;311;3113;7301;0061;31000;005;1F;09;0;05;31107;243100658;CC;2
31262;Lagarde;73;31;313;3138;7301;0061;31000;005;1F;09;0;04;31582;200017408;CC;2
31263;Lagardelle-sur-Lèze;73;31;311;3152;7301;0061;31205;005;1F;09;2;22;31572;243100682;CC;2
31264;Lagrâce-Dieu;73;31;311;3103;7301;0061;31000;005;1F;09;0;04;31033;243100542;CC;2
31265;Lagraulet-Saint-Nicolas;73;31;313;3107;7301;0061;31000;005;1F;09;0;03;31232;243100856;CC;2
31266;Lahage;73;31;311;3126;7301;0061;31000;000;9Z;00;0;04;31454;243100898;CC;6
31267;Lahitère;73;31;311;3120;7301;0061;31000;000;9Z;00;0;01;31107;ZZZZZZZZZ;;6
31268;Lalouret-Laffiteau;73;31;312;3129;7308;7306;31000;221;3S;04;0;03;31483;243100799;CC;2
31269;Lamasquère;73;31;311;3130;7301;0061;31000;005;1F;09;0;05;31555;243100708;CC;2
31270;Landorthe;73;31;312;3129;7308;7306;31000;221;3S;04;0;05;31483;243100799;CC;2
31271;Lanta;73;31;313;3117;7301;0061;31000;005;1F;09;0;06;31106;ZZZZZZZZZ;;2
31272;Lapeyrère;73;31;311;3120;7301;0061;31000;005;1F;09;0;02;31107;243100658;CC;2
31273;Lapeyrouse-Fossat;73;31;313;3119;7301;0061;31701;005;1F;09;7;73;31555;243100732;CC;1
31274;Larcan;73;31;312;3129;7308;7306;31000;221;3S;04;0;03;31483;243100799;CC;2
31275;Laréole;73;31;313;3107;7301;0061;31000;999;1F;00;0;03;31232;243100856;CC;3
31276;Larroque;73;31;312;3106;7308;7306;31000;000;9Z;00;0;04;31080;200023554;CC;6
31277;Lasserre;73;31;313;3118;7301;0061;31000;005;1F;09;0;05;32160;243100781;CC;2
31278;Latoue;73;31;312;3102;7308;7306;31000;221;3S;04;0;04;31483;243100765;CC;2
31279;Latour;73;31;311;3120;7301;0061;31000;000;9Z;00;0;03;31107;243100658;CC;6
31280;Latrape;73;31;311;3127;7301;0061;31000;005;1F;09;0;04;31107;243100658;CC;2
31281;Launac;73;31;313;3115;7301;0061;31000;005;1F;09;0;05;31232;243100864;CC;2
31282;Launaguet;73;31;313;3149;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31283;Lautignac;73;31;311;3126;7301;0061;31000;005;1F;09;0;04;31454;243100898;CC;2
31284;Lauzerville;73;31;313;3117;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31285;Lavalette;73;31;313;3137;7301;0061;31000;005;1F;09;0;05;31555;ZZZZZZZZZ;;2
31286;Lavelanet-de-Comminges;73;31;311;3127;7301;0061;31000;005;1F;09;0;04;31135;243100658;CC;2
31287;Lavernose-Lacasse;73;31;311;3123;7301;0061;31000;005;1F;09;0;06;31555;243100690;CA;2
31288;Layrac-sur-Tarn;73;31;313;3139;7301;0061;31000;005;1F;09;0;04;31584;243100773;CC;2
31289;Lécussan;73;31;312;3122;7308;7310;31000;000;9Z;00;0;04;65258;243100641;CC;6
31290;Lège;73;31;312;3128;7308;7306;31000;000;9Z;00;0;01;31042;243100849;CC;5
31291;Léguevin;73;31;313;3118;7301;0061;31701;005;1F;09;7;73;31555;243100781;CC;1
31292;Lescuns;73;31;311;3111;7308;0061;31000;000;9Z;00;0;01;31135;ZZZZZZZZZ;;6
31293;Lespinasse;73;31;313;3114;7301;0061;31701;005;1F;09;7;73;31555;ZZZZZZZZZ;;1
31294;Lespiteau;73;31;312;3129;7308;7306;31000;221;3S;04;0;02;31483;243100799;CC;2
31295;Lespugue;73;31;312;3106;7308;7306;31000;000;9Z;00;0;02;31080;200023554;CC;6
31296;Lestelle-de-Saint-Martory;73;31;312;3131;7308;7302;31000;000;9Z;00;0;04;31483;243100377;CC;6
31297;Lévignac;73;31;313;3118;7301;0061;31000;005;1F;09;0;06;31555;243100781;CC;2
31298;Lez;73;31;312;3128;7308;7306;31000;000;9Z;00;0;02;31483;243100849;CC;6
31299;Lherm;73;31;311;3123;7301;0061;31000;005;1F;09;0;07;31555;243100898;CC;2
31300;Lieoux;73;31;312;3129;7308;7306;31301;221;3S;04;3;31;31483;243100799;CC;1
31301;Lilhac;73;31;312;3116;7301;0061;31000;000;9Z;00;0;02;31239;200009611;CC;6
31302;Lodes;73;31;312;3129;7308;7306;31000;221;3S;04;0;04;31483;243100799;CC;2
31303;Longages;73;31;311;3109;7301;0061;31000;005;1F;09;0;06;31107;243100716;CC;2
31304;Loubens-Lauragais;73;31;313;3108;7301;0061;31000;005;1F;09;0;04;31106;243100880;CC;2
31305;Loudet;73;31;312;3122;7308;7306;31000;000;9Z;00;0;04;31390;243100641;CC;6
31306;Lourde;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31307;Lunax;73;31;312;3106;7308;0061;31000;000;9Z;00;0;02;31080;200023554;CC;6
31308;Luscan;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31309;Lussan-Adeilhac;73;31;311;3113;7301;0061;31000;000;9Z;00;0;03;31135;200000354;CC;6
31310;Lux;73;31;313;3138;7301;0061;31000;005;1F;09;0;03;31582;200017408;CC;2
31311;La Magdelaine-sur-Tarn;73;31;313;3139;7301;0061;31000;005;1F;09;0;05;31584;243100773;CC;2
31312;Mailholas;73;31;311;3127;7301;0061;31000;005;1F;09;0;01;31107;243100658;CC;2
31313;Malvezie;73;31;312;3105;7308;7306;31000;000;9Z;00;0;03;31483;243100724;CC;6
31314;Mancioux;73;31;312;3131;7308;0061;31000;000;9Z;00;0;04;31483;243100377;CC;6
31315;Mane;73;31;312;3132;7308;7302;31103;000;9Z;00;1;12;31523;200001105;CC;6
31316;Marignac;73;31;312;3128;7308;7306;31000;000;9Z;00;0;05;31483;243100849;CC;6
31317;Marignac-Lasclares;73;31;311;3113;7301;0061;31000;005;1F;09;0;04;31135;200000354;CC;2
31318;Marignac-Laspeyres;73;31;311;3111;7308;0061;31000;000;9Z;00;0;03;31135;ZZZZZZZZZ;;6
31319;Marliac;73;31;311;3112;7301;0061;31000;005;1F;09;0;03;09282;ZZZZZZZZZ;;2
31320;Marquefave;73;31;311;3109;7301;0061;31110;005;1F;09;1;14;31107;243100658;CC;2
31321;Marsoulas;73;31;312;3132;7308;7302;31000;000;9Z;00;0;03;31523;200001105;CC;6
31322;Martisserre;73;31;312;3116;7301;0061;31000;000;9Z;00;0;02;31239;ZZZZZZZZZ;;6
31323;Martres-de-Rivière;73;31;312;3105;7308;7306;31000;221;3S;04;0;04;31483;243100724;CC;2
31324;Martres-Tolosane;73;31;311;3111;7308;0061;31000;000;9Z;00;0;06;31135;ZZZZZZZZZ;;6
31325;Mascarville;73;31;313;3108;7301;0061;31000;005;1F;09;0;03;31106;243100880;CC;2
31326;Massabrac;73;31;311;3120;7301;0061;31000;005;1F;09;0;02;09167;243100658;CC;2
31327;Mauran;73;31;311;3111;7308;0061;31000;000;9Z;00;0;03;31135;ZZZZZZZZZ;;6
31328;Mauremont;73;31;313;3138;7301;0061;31000;005;1F;09;0;04;31582;200017408;CC;2
31329;Maurens;73;31;313;3125;7301;0061;31000;005;1F;09;0;03;31451;243100567;CC;2
31330;Mauressac;73;31;311;3103;7301;0061;31000;005;1F;09;0;04;31033;243100542;CC;2
31331;Maureville;73;31;313;3108;7301;0061;31000;005;1F;09;0;04;31106;243100880;CC;2
31332;Mauvaisin;73;31;313;3124;7301;0061;31000;005;1F;09;0;04;31033;243100179;CC;2
31333;Mauvezin;73;31;312;3116;7301;0061;31000;000;9Z;00;0;01;31239;ZZZZZZZZZ;;6
31334;Mauzac;73;31;311;3109;7301;0061;31000;005;1F;09;0;05;31555;ZZZZZZZZZ;;2
31335;Mayrègne;73;31;312;3104;7308;7306;31000;000;9Z;00;0;01;31042;200023547;CC;5
31336;Mazères-sur-Salat;73;31;312;3132;7308;0061;31000;000;9Z;00;0;05;31523;200001105;CC;6
31337;Melles;73;31;312;3128;7308;7306;31000;000;9Z;00;0;03;31483;243100849;CC;6
31338;Menville;73;31;313;3115;7301;0061;31000;005;1F;09;0;04;31555;243100864;CC;2
31339;Mérenvielle;73;31;313;3118;7301;0061;31000;005;1F;09;0;04;31555;243100781;CC;2
31340;Mervilla;73;31;313;3110;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31341;Merville;73;31;313;3115;7301;0061;31101;005;1F;09;1;12;31232;243100864;CC;2
31342;Milhas;73;31;312;3101;7308;7306;31000;000;9Z;00;0;03;31483;243100609;CC;6
31343;Mirambeau;73;31;312;3116;7301;0061;31000;000;9Z;00;0;02;31239;200009611;CC;6
31344;Miramont-de-Comminges;73;31;312;3129;7308;7306;31301;221;3S;04;3;31;31483;243100799;CC;1
31345;Miremont;73;31;311;3103;7301;0061;31000;005;1F;09;0;06;31033;243100542;CC;2
31346;Mirepoix-sur-Tarn;73;31;313;3139;7301;0061;31000;005;1F;09;0;05;31584;243100773;CC;2
31347;Molas;73;31;312;3116;7301;0061;31000;000;9Z;00;0;03;31239;200009611;CC;6
31348;Moncaup;73;31;312;3101;7308;7306;31000;000;9Z;00;0;01;31483;243100609;CC;6
31349;Mondavezan;73;31;311;3111;7308;0061;31000;000;9Z;00;0;05;31135;ZZZZZZZZZ;;6
31350;Mondilhan;73;31;312;3106;7308;0061;31000;000;9Z;00;0;02;31080;200023554;CC;6
31351;Mondonville;73;31;313;3151;7301;0061;31701;005;1F;09;7;73;31555;243100518;CU;1
31352;Mondouzil;73;31;313;3143;7301;0061;31000;005;1F;09;0;04;31555;ZZZZZZZZZ;;2
31353;Monès;73;31;311;3126;7301;0061;31000;005;1F;09;0;02;31454;243100898;CC;2
31354;Monestrol;73;31;313;3124;7301;0061;31000;005;1F;09;0;02;31582;243100179;CC;2
31355;Mons;73;31;313;3143;7301;0061;31000;005;1F;09;0;06;31555;ZZZZZZZZZ;;2
31356;Montaigut-sur-Save;73;31;313;3115;7301;0061;31000;005;1F;09;0;06;31232;243100864;CC;2
31357;Montastruc-de-Salies;73;31;312;3132;7308;7306;31000;000;9Z;00;0;04;31523;200001105;CC;6
31358;Montastruc-la-Conseillère;73;31;313;3119;7301;0061;31106;005;1F;09;1;13;31358;243100732;CC;2
31359;Montastruc-Savès;73;31;311;3126;7301;0061;31000;005;1F;09;0;02;31454;243100898;CC;2
31360;Montauban-de-Luchon;73;31;312;3104;7308;7306;31109;000;9Z;00;1;14;31042;200023547;CC;4
31361;Montaut;73;31;311;3109;7301;0061;31000;005;1F;09;0;04;31555;243100658;CC;2
31362;Montberaud;73;31;311;3111;7308;0061;31000;000;9Z;00;0;03;31135;ZZZZZZZZZ;;6
31363;Montbernard;73;31;312;3116;7301;0061;31000;000;9Z;00;0;04;31239;200009611;CC;6
31364;Montberon;73;31;313;3150;7301;0061;31701;005;1F;09;7;73;31555;243100815;CC;1
31365;Montbrun-Bocage;73;31;311;3120;7301;0061;31000;000;9Z;00;0;04;31107;243100658;CC;6
31366;Montbrun-Lauragais;73;31;313;3121;7301;0061;31000;005;1F;09;0;04;31555;243100633;CA;2
31367;Montclar-de-Comminges;73;31;311;3111;7308;0061;31000;000;9Z;00;0;02;31135;ZZZZZZZZZ;;6
31368;Montclar-Lauragais;73;31;313;3138;7301;0061;31000;005;1F;09;0;03;31582;200017408;CC;2
31369;Mont-de-Galié;73;31;312;3105;7308;7306;31000;000;9Z;00;0;01;31483;ZZZZZZZZZ;;6
31370;Montégut-Bourjac;73;31;311;3113;7301;0061;31000;000;9Z;00;0;03;31135;200000354;CC;6
31371;Montégut-Lauragais;73;31;313;3125;7301;0061;31000;000;9Z;00;0;04;31451;243100567;CC;6
31372;Montespan;73;31;312;3132;7308;7306;31000;221;3S;04;0;04;31483;200001105;CC;2
31373;Montesquieu-Guittaut;73;31;312;3116;7301;0061;31000;000;9Z;00;0;03;31239;200009611;CC;6
31374;Montesquieu-Lauragais;73;31;313;3138;7301;0061;31000;005;1F;09;0;05;31582;200017408;CC;2
31375;Montesquieu-Volvestre;73;31;311;3120;7301;0061;31000;005;1F;09;0;07;31107;243100658;CC;2
31376;Montgaillard-de-Salies;73;31;312;3132;7308;7302;31000;000;9Z;00;0;03;31523;200001105;CC;6
31377;Montgaillard-Lauragais;73;31;313;3138;7301;0061;31000;005;1F;09;0;05;31582;200017408;CC;2
31378;Montgaillard-sur-Save;73;31;312;3106;7308;0061;31000;000;9Z;00;0;02;31080;200023554;CC;6
31379;Montgazin;73;31;311;3109;7301;0061;31000;005;1F;09;0;03;31555;243100658;CC;2
31380;Montgeard;73;31;313;3124;7301;0061;31000;005;1F;09;0;04;31582;243100179;CC;2
31381;Montgiscard;73;31;313;3121;7301;0061;31000;005;1F;09;0;06;31555;243100633;CA;2
31382;Montgras;73;31;311;3126;7301;0061;31000;000;9Z;00;0;01;31454;243100898;CC;6
31383;Montjoire;73;31;313;3119;7301;0061;31000;005;1F;09;0;06;31555;243100732;CC;2
31384;Montlaur;73;31;313;3121;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31385;Montmaurin;73;31;312;3106;7308;7306;31000;000;9Z;00;0;03;31080;200023554;CC;6
31386;Montoulieu-Saint-Bernard;73;31;312;3102;7308;0061;31000;000;9Z;00;0;03;31483;243100765;CC;6
31387;Montoussin;73;31;311;3113;7301;0061;31000;005;1F;09;0;02;31135;200000354;CC;2
31388;Montpitol;73;31;313;3119;7301;0061;31000;005;1F;09;0;04;31358;243100732;CC;2
31389;Montrabé;73;31;313;3143;7301;0061;31701;005;1F;09;7;73;31555;ZZZZZZZZZ;;1
31390;Montréjeau;73;31;312;3122;7308;7306;31111;000;9Z;00;1;14;31390;243100641;CC;4
31391;Montsaunès;73;31;312;3132;7308;7302;31000;000;9Z;00;0;04;31523;200001105;CC;6
31392;Mourvilles-Basses;73;31;313;3108;7301;0061;31000;005;1F;09;0;02;31106;243100880;CC;2
31393;Mourvilles-Hautes;73;31;313;3125;7301;0061;31000;005;1F;09;0;03;31582;243100567;CC;2
31394;Moustajon;73;31;312;3104;7308;7306;31109;000;9Z;00;1;14;31042;200023547;CC;4
31395;Muret;73;31;311;3123;7301;0061;31701;005;1F;09;7;73;31555;243100690;CA;1
31396;Nailloux;73;31;313;3124;7301;0061;31000;005;1F;09;0;06;31582;243100179;CC;2
31397;Nénigan;73;31;312;3106;7308;0061;31000;000;9Z;00;0;02;31080;200023554;CC;6
31398;Nizan-Gesse;73;31;312;3106;7308;7306;31000;000;9Z;00;0;02;31080;200023554;CC;6
31399;Noé;73;31;311;3109;7301;0061;31000;005;1F;09;0;07;31107;243100716;CC;2
31400;Nogaret;73;31;313;3125;7301;0061;31000;000;9Z;00;0;02;31451;243100567;CC;5
31401;Noueilles;73;31;313;3121;7301;0061;31000;005;1F;09;0;04;31572;243100633;CA;2
31402;Odars;73;31;313;3121;7301;0061;31000;005;1F;09;0;05;31555;243100633;CA;2
31403;Ondes;73;31;313;3115;7301;0061;31000;005;1F;09;0;05;31232;243100864;CC;2
31404;Oô;73;31;312;3104;7308;7306;31000;000;9Z;00;0;03;31042;200023547;CC;5
31405;Ore;73;31;312;3105;7308;7306;31000;000;9Z;00;0;03;31483;243100724;CC;6
31406;Palaminy;73;31;311;3111;7308;0061;31108;000;9Z;00;1;14;31135;ZZZZZZZZZ;;6
31407;Paulhac;73;31;313;3119;7301;0061;31000;005;1F;09;0;05;31358;243100732;CC;2
31408;Payssous;73;31;312;3105;7308;7306;31000;000;9Z;00;0;02;31483;243100724;CC;6
31409;Péchabou;73;31;313;3110;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
31410;Pechbonnieu;73;31;313;3150;7301;0061;31701;005;1F;09;7;73;31555;243100815;CC;1
31411;Pechbusque;73;31;313;3110;7301;0061;31701;005;1F;09;7;73;31555;243100633;CA;1
